"gene_id","gene_symbol","gene_name"
"MMT00059391","5730437N04Rik","RIKEN cDNA 5730437N04 gene"
"MMT00059395","Lypla2","lysophospholipase 2"
"MMT00059396","Rps11","ribosomal protein S11"
"MMT00059397","Pgk1","phosphoglycerate kinase 1"
"MMT00059400","2810441K11Rik","RIKEN cDNA 2810441K11 gene"
"MMT00059404","1810008K03Rik","RIKEN cDNA 1810008K03 gene"
"MMT00059409","Ppy","pancreatic polypeptide"
"MMT00059413","BC019734","cDNA sequence BC019734"
"MMT00059415",NA,NA
"MMT00059417","2810055F11Rik","RIKEN cDNA 2810055F11 gene"
"MMT00059418","Ush3a","Usher syndrome 3A homolog (human)"
"MMT00059421",NA,NA
"MMT00059426","Aoc3","amine oxidase, copper containing 3"
"MMT00059439","Ass1","argininosuccinate synthetase 1"
"MMT00059441","Pilra","paired immunoglobin-like type 2 receptor alpha"
"MMT00059443","Cd151","CD151 antigen"
"MMT00059446","Smug1","single-strand selective monofunctional uracil DNA glycosylase"
"MMT00059451","2310006J04Rik","RIKEN cDNA 2310006J04 gene"
"MMT00059459","4933439B08Rik","RIKEN cDNA 4933439B08 gene"
"MMT00059475","4732466D17Rik","RIKEN cDNA 4732466D17 gene"
"MMT00059476","Psa","puromycin-sensitive aminopeptidase"
"MMT00059478",NA,NA
"MMT00059480",NA,NA
"MMT00059484","5730578N08Rik","RIKEN cDNA 5730578N08 gene"
"MMT00059485","1500019O16Rik","RIKEN cDNA 1500019O16 gene"
"MMT00059490",NA,NA
"MMT00059491","Tln2","talin 2"
"MMT00059492","Pilra","paired immunoglobin-like type 2 receptor alpha"
"MMT00059495",NA,"gene model 1380, (NCBI)"
"MMT00059500","Slc41a1","solute carrier family 41, member 1"
"MMT00059506","Avpr2","arginine vasopressin receptor 2"
"MMT00059518","Gpc2","glypican 2 (cerebroglycan)"
"MMT00059526","1110027M19Rik","RIKEN cDNA 1110027M19 gene"
"MMT00059531","8430423A01Rik","RIKEN cDNA 8430423A01 gene"
"MMT00059532","Tbxa2r","thromboxane A2 receptor"
"MMT00059535","1500003O22Rik","RIKEN cDNA 1500003O22 gene"
"MMT00059540","Pter","phosphotriesterase related"
"MMT00059545","Il15","interleukin 15"
"MMT00059552","Ncoa1","nuclear receptor coactivator 1"
"MMT00059556",NA,NA
"MMT00059559","Fnbp2","formin binding protein 2"
"MMT00059566","Commd5","COMM domain containing 5"
"MMT00059569",NA,NA
"MMT00059570","Atp1a1","ATPase, Na+/K+ transporting, alpha 1 polypeptide"
"MMT00059576",NA,NA
"MMT00059577","6720477E09Rik","RIKEN cDNA 6720477E09 gene"
"MMT00059588","2410104I19Rik","RIKEN cDNA 2410104I19 gene"
"MMT00059595","Eef1g","eukaryotic translation elongation factor 1 gamma"
"MMT00059596","Ing5","inhibitor of growth family, member 5"
"MMT00059600","Irs3","insulin receptor substrate 3"
"MMT00059604","1810036H07Rik","RIKEN cDNA 1810036H07 gene"
"MMT00059612","Creb3","cAMP responsive element binding protein 3"
"MMT00059621","Cst6","cystatin E/M"
"MMT00059633","4930417M19Rik","RIKEN cDNA 4930417M19 gene"
"MMT00059638","Wasf1","WASP family 1"
"MMT00059639","1810013L24Rik","RIKEN cDNA 1810013L24 gene"
"MMT00059643","5730405I09Rik","RIKEN cDNA 5730405I09 gene"
"MMT00059644","Rnf121","ring finger protein 121"
"MMT00059646",NA,NA
"MMT00059649","Cfdp","craniofacial development protein 1"
"MMT00059650","Klra8","killer cell lectin-like receptor, subfamily A, member 8"
"MMT00059656","AW107703","expressed sequence AW107703"
"MMT00059657","D930025H04",NA
"MMT00059660","5730592L21Rik","RIKEN cDNA 5730592L21 gene"
"MMT00059670","4930511A21Rik","RIKEN cDNA 4930511A21 gene"
"MMT00059685","2700049P18Rik","RIKEN cDNA 2700049P18 gene"
"MMT00059686","Olfr652","olfactory receptor 652"
"MMT00059688","Slc26a9","solute carrier family 26, member 9"
"MMT00059691","Pcp4","Purkinje cell protein 4"
"MMT00059692","BC018507","cDNA sequence BC018507"
"MMT00059696","4632406N01Rik","RIKEN cDNA 4632406N01 gene"
"MMT00059698","Ttf1","transcription termination factor 1"
"MMT00059712","Luzp1","leucine zipper protein 1"
"MMT00059713",NA,NA
"MMT00059718","9130401M01Rik","RIKEN cDNA 9130401M01 gene"
"MMT00059719","Siat4c","sialyltransferase 4C (beta-galactoside alpha-2,3-sialytransferase)"
"MMT00059723","4930405J24Rik","RIKEN cDNA 4930405J24 gene"
"MMT00059729","6130401L20Rik","RIKEN cDNA 6130401L20 gene"
"MMT00059730","Olfr969","olfactory receptor 969"
"MMT00059732","3830422K02Rik","RIKEN cDNA 3830422K02 gene"
"MMT00059736","Zbtb33","zinc finger and BTB domain containing 33"
"MMT00059738","Ryk","receptor-like tyrosine kinase"
"MMT00059742","1700065A05Rik","RIKEN cDNA 1700065A05 gene"
"MMT00059743","Ralb","v-ral simian leukemia viral oncogene homolog B (ras related)"
"MMT00059748","6130401L20Rik","RIKEN cDNA 6130401L20 gene"
"MMT00059749","Msra","methionine sulfoxide reductase A"
"MMT00059751","Pcoln3","procollagen (type III) N-endopeptidase"
"MMT00059753",NA,NA
"MMT00059755","Pcdhga1","protocadherin gamma subfamily A, 1"
"MMT00059765","2900093B09Rik","RIKEN cDNA 2900093B09 gene"
"MMT00059766","1700065A05Rik","RIKEN cDNA 1700065A05 gene"
"MMT00059767","Gng12","guanine nucleotide binding protein (G protein), gamma 12"
"MMT00059778","Tcf7l2","transcription factor 7-like 2, T-cell specific, HMG-box"
"MMT00059780","5730449L18Rik","RIKEN cDNA 5730449L18 gene"
"MMT00059782","Ctsk","cathepsin K"
"MMT00059787","Topors","topoisomerase I binding, arginine/serine-rich"
"MMT00059788","Slc17a6","solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6"
"MMT00059795","6330500D04Rik","RIKEN cDNA 6330500D04 gene"
"MMT00059796",NA,NA
"MMT00059802","Gabrr2","gamma-aminobutyric acid (GABA-C) receptor, subunit rho 2"
"MMT00059805",NA,NA
"MMT00059816","Dusp22","dual specificity phosphatase 22"
"MMT00059818","Olfr1179","olfactory receptor 1179"
"MMT00059819","Ighmbp2","immunoglobulin mu binding protein 2"
"MMT00059823","Olfr518","olfactory receptor 518"
"MMT00059826","Hlcs","holocarboxylase synthetase (biotin- [propriony-Coenzyme A-carboxylase (ATP-hydrolysing)] ligase)"
"MMT00059829","Stch","stress 70 protein chaperone, microsome-associated, human homolog"
"MMT00059837","2410012M04Rik","RIKEN cDNA 2410012M04 gene"
"MMT00059839","Olfr711","olfactory receptor 711"
"MMT00059846","Prkce","protein kinase C, epsilon"
"MMT00059847","Ngb","neuroglobin"
"MMT00059848",NA,NA
"MMT00059849","Rbm11","RNA binding motif protein 11"
"MMT00059850","5031414D18Rik","RIKEN cDNA 5031414D18 gene"
"MMT00059851",NA,NA
"MMT00059855","5530601I19Rik","RIKEN cDNA 5530601I19 gene"
"MMT00059866","D130074J02Rik","RIKEN cDNA D130074J02 gene"
"MMT00059869","Crx","cone-rod homeobox containing gene"
"MMT00059870",NA,NA
"MMT00059871","Olfr242","olfactory receptor 242"
"MMT00059872","D930038D03Rik","RIKEN cDNA D930038D03 gene"
"MMT00059873","Htr2a","5-hydroxytryptamine (serotonin) receptor 2 A"
"MMT00059880",NA,"gene model 902, (NCBI)"
"MMT00059884","Nck2","non-catalytic region of tyrosine kinase adaptor protein 2"
"MMT00059885","B230205M03",NA
"MMT00059895","Maea","macrophage erythroblast attacher"
"MMT00059897","1700016G14Rik","RIKEN cDNA 1700016G14 gene"
"MMT00059900",NA,"gene model 1075, (NCBI)"
"MMT00059901",NA,NA
"MMT00059905","Rbm16","RNA binding motif protein 16"
"MMT00059907","1700010D01Rik","RIKEN cDNA 1700010D01 gene"
"MMT00059914","Spdef","SAM pointed domain containing ets transcription factor"
"MMT00059918","Rpl11","ribosomal protein L11"
"MMT00059921","Klhl8","kelch-like 8 (Drosophila)"
"MMT00059924","Grb14","growth factor receptor bound protein 14"
"MMT00059926","4930470P17Rik","RIKEN cDNA 4930470P17 gene"
"MMT00059930","4921509B22Rik","RIKEN cDNA 4921509B22 gene"
"MMT00059937","E130307C13",NA
"MMT00059941","Dmp1","dentin matrix protein 1"
"MMT00059942","Gosr2","golgi SNAP receptor complex member 2"
"MMT00059944","2610103M17Rik","RIKEN cDNA 2610103M17 gene"
"MMT00059952","Scube1","signal peptide, CUB domain, EGF-like 1"
"MMT00059958","V1rg7","vomeronasal 1 receptor, G7"
"MMT00059963",NA,"gene model 766, (NCBI)"
"MMT00059964","1110004F10Rik","RIKEN cDNA 1110004F10 gene"
"MMT00059966","C2","complement component 2 (within H-2S)"
"MMT00059968","Gpr56","G protein-coupled receptor 56"
"MMT00059979","Tgfa","transforming growth factor alpha"
"MMT00059980","AI047820","expressed sequence AI047820"
"MMT00059982","Il7","interleukin 7"
"MMT00059984","Rps25","ribosomal protein S25"
"MMT00059985","Selenbp2","selenium binding protein 2"
"MMT00059990","Igtp","interferon gamma induced GTPase"
"MMT00059991","1700001M19Rik","RIKEN cDNA 1700001M19 gene"
"MMT00059994",NA,NA
"MMT00060004","Celsr2","cadherin EGF LAG seven-pass G-type receptor 2"
"MMT00060007","Garnl1","GTPase activating RANGAP domain-like 1"
"MMT00060008","Cdkn2c","cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)"
"MMT00060013","Kcnmb2","potassium large conductance calcium-activated channel, subfamily M, beta member 2"
"MMT00060021","Gdf3","growth differentiation factor 3"
"MMT00060025","Kif18a","kinesin family member 18A"
"MMT00060028","Mapk3","mitogen activated protein kinase 3"
"MMT00060033","Gart","phosphoribosylglycinamide formyltransferase"
"MMT00060037","BC008163","cDNA sequence BC008163"
"MMT00060039","2310016N21Rik","RIKEN cDNA 2310016N21 gene"
"MMT00060041","Psbpc1",NA
"MMT00060047","Tbca","tubulin cofactor a"
"MMT00060051","Fstl1","follistatin-like 1"
"MMT00060054","Npm1","nucleophosmin 1"
"MMT00060056","Olfm3","olfactomedin 3"
"MMT00060071","Hpgd","hydroxyprostaglandin dehydrogenase 15 (NAD)"
"MMT00060074","Ren1","renin 1 structural"
"MMT00060083","Tdg","thymine DNA glycosylase"
"MMT00060086",NA,NA
"MMT00060087","Scgb3a1","secretoglobin, family 3A, member 1"
"MMT00060090","1110005F07Rik","RIKEN cDNA 1110005F07 gene"
"MMT00060094","Large","like-glycosyltransferase"
"MMT00060095","Slc5a8","solute carrier family 5 (iodide transporter), member 8"
"MMT00060105","4933405O20Rik","RIKEN cDNA 4933405O20 gene"
"MMT00060107","Ndufa9","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9"
"MMT00060113","Actg","actin, gamma, cytoplasmic"
"MMT00060118","9030425C21Rik","RIKEN cDNA 9030425C21 gene"
"MMT00060123","Cacng8","calcium channel, voltage-dependent, gamma subunit 8"
"MMT00060138","Loh11cr2a","loss of heterozygosity, 11, chromosomal region 2, gene A homolog (human)"
"MMT00060140","Isp1",NA
"MMT00060164","Arf1","ADP-ribosylation factor 1"
"MMT00060165","Lgtn","ligatin"
"MMT00060166","4930500O05Rik","RIKEN cDNA 4930500O05 gene"
"MMT00060167","Clpx","caseinolytic protease X (E.coli)"
"MMT00060171","C330002D13Rik","RIKEN cDNA C330002D13 gene"
"MMT00060172","Surf1","surfeit gene 1"
"MMT00060184","2900001O04Rik","RIKEN cDNA 2900001O04 gene"
"MMT00060191","Ifrd1","interferon-related developmental regulator 1"
"MMT00060198","Nisch","nischarin"
"MMT00060200","Nmbr","neuromedin B receptor"
"MMT00060201",NA,NA
"MMT00060205",NA,NA
"MMT00060208","Scube2","signal peptide, CUB domain, EGF-like 2"
"MMT00060215","Pln","phospholamban"
"MMT00060216","4930524B15Rik","RIKEN cDNA 4930524B15 gene"
"MMT00060219","Cops6","COP9 (constitutive photomorphogenic) homolog, subunit 6 (Arabidopsis thaliana)"
"MMT00060221","Gba2","glucosidase beta 2"
"MMT00060223",NA,NA
"MMT00060224","Arih2","ariadne homolog 2 (Drosophila)"
"MMT00060225","Usp1","ubiquitin specific protease 1"
"MMT00060228","6430704N06",NA
"MMT00060230",NA,NA
"MMT00060232",NA,NA
"MMT00060234","Psma2","proteasome (prosome, macropain) subunit, alpha type 2"
"MMT00060239","Olfr763","olfactory receptor 763"
"MMT00060263","4930412F15Rik","RIKEN cDNA 4930412F15 gene"
"MMT00060264","Tcf20","transcription factor 20"
"MMT00060267","Npr2","natriuretic peptide receptor 2"
"MMT00060273","8430426H19Rik","RIKEN cDNA 8430426H19 gene"
"MMT00060276","AI450540","expressed sequence AI450540"
"MMT00060278","Fbxo24","F-box only protein 24"
"MMT00060293","Pdcd4","programmed cell death 4"
"MMT00060296",NA,NA
"MMT00060307","Eaf2","ELL associated factor 2"
"MMT00060309","Chtf18","CTF18, chromosome transmission fidelity factor 18 homolog (S. cerevisiae)"
"MMT00060310","Rdx","radixin"
"MMT00060315","Hic2","hypermethylated in cancer 2"
"MMT00060319","Rhoa","ras homolog gene family, member A"
"MMT00060321",NA,NA
"MMT00060334","2610318N02Rik","RIKEN cDNA 2610318N02 gene"
"MMT00060338","Tph2","tryptophan hydroxylase 2"
"MMT00060349","DXImx46e","DNA segment, Chr X, Immunex 46, expressed"
"MMT00060350",NA,NA
"MMT00060354","Clecsf9","C-type (calcium dependent, carbohydrate recognition domain) lectin, superfamily member 9"
"MMT00060361","Xkh","McLeod syndrome gene homolog"
"MMT00060364","Stip1","stress-induced phosphoprotein 1"
"MMT00060366","9030625G08Rik","RIKEN cDNA 9030625G08 gene"
"MMT00060367","Htr3a","5-hydroxytryptamine (serotonin) receptor 3A"
"MMT00060368","9330158F14Rik","RIKEN cDNA 9330158F14 gene"
"MMT00060369","Dctn3","dynactin 3"
"MMT00060372","Cdipt","CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase)"
"MMT00060378",NA,NA
"MMT00060382","Gucy1a3","guanylate cyclase 1, soluble, alpha 3"
"MMT00060404",NA,NA
"MMT00060407","Cox6a1","cytochrome c oxidase, subunit VI a, polypeptide 1"
"MMT00060408","BC019561","cDNA sequence BC019561"
"MMT00060417","5830443C21Rik","RIKEN cDNA 5830443C21 gene"
"MMT00060423","Plxnd1","plexin D1"
"MMT00060428","1110006G06Rik","RIKEN cDNA 1110006G06 gene"
"MMT00060429","Olfr1052","olfactory receptor 1052"
"MMT00060433","Slc2a9","solute carrier family 2 (facilitated glucose transporter), member 9"
"MMT00060443","Pdgfa","platelet derived growth factor, alpha"
"MMT00060452","Grin2a","glutamate receptor, ionotropic, NMDA2A (epsilon 1)"
"MMT00060456","Tle6","transducin-like enhancer of split 6, homolog of Drosophila E(spl)"
"MMT00060458","Usmg4","upregulated during skeletal muscle growth 4"
"MMT00060459","Klrb1c","killer cell lectin-like receptor subfamily B member 1C"
"MMT00060460","Cyba","cytochrome b-245, alpha polypeptide"
"MMT00060461","Ppp2r4","protein phosphatase 2A, regulatory subunit B (PR 53)"
"MMT00060466","2410127L17Rik","RIKEN cDNA 2410127L17 gene"
"MMT00060478","6330503C03Rik","RIKEN cDNA 6330503C03 gene"
"MMT00060481","Mapk8ip","mitogen activated protein kinase 8 interacting protein"
"MMT00060485","A630065K24Rik","RIKEN cDNA A630065K24 gene"
"MMT00060488",NA,NA
"MMT00060490","2410004P22Rik","RIKEN cDNA 2410004P22 gene"
"MMT00060492","5033425B17Rik","RIKEN cDNA 5033425B17 gene"
"MMT00060501","Cops7b","COP9 (constitutive photomorphogenic) homolog, subunit 7b (Arabidopsis thaliana)"
"MMT00060502","2310031A18Rik","RIKEN cDNA 2310031A18 gene"
"MMT00060506","Egln1","EGL nine homolog 1 (C. elegans)"
"MMT00060508",NA,NA
"MMT00060510","Olfr168","olfactory receptor 168"
"MMT00060515","Wdr1","WD repeat domain 1"
"MMT00060518","Hspb3","heat shock protein 3"
"MMT00060520",NA,"gene model 761, (NCBI)"
"MMT00060524",NA,NA
"MMT00060525","BC023179","cDNA sequence BC023179"
"MMT00060527","Thop1","thimet oligopeptidase 1"
"MMT00060533","5330427D05Rik","RIKEN cDNA 5330427D05 gene"
"MMT00060559","Fgb","fibrinogen, B beta polypeptide"
"MMT00060560","0610008N23Rik","RIKEN cDNA 0610008N23 gene"
"MMT00060569","Gstm6","glutathione S-transferase, mu 6"
"MMT00060589","Glra1","glycine receptor, alpha 1 subunit"
"MMT00060597","Bpgm","2,3-bisphosphoglycerate mutase"
"MMT00060598","Ccne2","cyclin E2"
"MMT00060603","C630011I23",NA
"MMT00060621","9130009C22Rik","RIKEN cDNA 9130009C22 gene"
"MMT00060627","Rnu3ip2","RNA, U3 small nucleolar interacting protein 2"
"MMT00060635","Ddx18","DEAD (Asp-Glu-Ala-Asp) box polypeptide 18"
"MMT00060639","9030418M05Rik","RIKEN cDNA 9030418M05 gene"
"MMT00060641","Rcor1","RE1-silencing transcription factor (REST) co-repressor 1"
"MMT00060645","Psmd14","proteasome (prosome, macropain) 26S subunit, non-ATPase, 14"
"MMT00060647","Plxnb3","plexin B3"
"MMT00060654","4930445E18Rik","RIKEN cDNA 4930445E18 gene"
"MMT00060656","Sp2","Sp2 transcription factor"
"MMT00060659","Trp53","transformation related protein 53"
"MMT00060664","Usf1","upstream transcription factor 1"
"MMT00060665","Rpl6","ribosomal protein L6"
"MMT00060666","Atp6v1g1","ATPase, H+ transporting, V1 subunit G isoform 1"
"MMT00060678","Edem1","ER degradation enhancer, mannosidase alpha-like 1"
"MMT00060682",NA,NA
"MMT00060699","U2af1","U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 1"
"MMT00060700","2010315L10Rik","RIKEN cDNA 2010315L10 gene"
"MMT00060702","3110045G13Rik","RIKEN cDNA 3110045G13 gene"
"MMT00060711","Egfl9","EGF-like-domain, multiple 9"
"MMT00060719","5330414O08Rik","RIKEN cDNA 5330414O08 gene"
"MMT00060721","Tpbpb","trophoblast specific protein beta"
"MMT00060726","Prr3","proline-rich polypeptide 3"
"MMT00060727","Ear6","eosinophil-associated, ribonuclease A family, member 6"
"MMT00060735","Ptx3","pentaxin related gene"
"MMT00060736",NA,NA
"MMT00060737","Cox6c","cytochrome c oxidase, subunit VIc"
"MMT00060738","2610024I03Rik","RIKEN cDNA 2610024I03 gene"
"MMT00060741","Rnf125","ring finger protein 125"
"MMT00060743","Gadd45gip1","growth arrest and DNA-damage-inducible, gamma interacting protein 1"
"MMT00060745","Ntrk1","neurotrophic tyrosine kinase, receptor, type 1"
"MMT00060750","Has1","hyaluronan synthase1"
"MMT00060760","Chst7","carbohydrate (N-acetylglucosamino) sulfotransferase 7"
"MMT00060769","1700006C06Rik","RIKEN cDNA 1700006C06 gene"
"MMT00060770","Htr5b","5-hydroxytryptamine (serotonin) receptor 5B"
"MMT00060771","Ly6f","lymphocyte antigen 6 complex, locus F"
"MMT00060777","1700023B23Rik","RIKEN cDNA 1700023B23 gene"
"MMT00060778",NA,NA
"MMT00060779","2010007H12Rik","RIKEN cDNA 2010007H12 gene"
"MMT00060785","Ubqln3",NA
"MMT00060789",NA,NA
"MMT00060790","Mcpt2","mast cell protease 2"
"MMT00060791","2010111I01Rik","RIKEN cDNA 2010111I01 gene"
"MMT00060795",NA,NA
"MMT00060801","Rlbp1","retinaldehyde binding protein 1"
"MMT00060803",NA,NA
"MMT00060804","Slc22a9","solute carrier family 22 (organic cation transporter), member 9"
"MMT00060805","Unc119","unc-119 homolog (C. elegans)"
"MMT00060807","Rrm2","ribonucleotide reductase M2"
"MMT00060809",NA,NA
"MMT00060813","Sdc3","syndecan 3"
"MMT00060819","Ndufs7","NADH dehydrogenase (ubiquinone) Fe-S protein 7"
"MMT00060820","A230090E05Rik","RIKEN cDNA A230090E05 gene"
"MMT00060823","Nedd8","neural precursor cell expressed, developmentally down-regulated gene 8"
"MMT00060824","G431001E03Rik","RIKEN cDNA G431001E03 gene"
"MMT00060830",NA,NA
"MMT00060832","Dub6",NA
"MMT00060833","Lta4h","leukotriene A4 hydrolase"
"MMT00060835","Cables1","Cdk5 and Abl enzyme substrate 1"
"MMT00060839","Tcerg1","transcription elongation regulator 1 (CA150)"
"MMT00060845","Siah1a","seven in absentia 1A"
"MMT00060846","Cd244","CD244 natural killer cell receptor 2B4"
"MMT00060852","0910001L09Rik","RIKEN cDNA 0910001L09 gene"
"MMT00060854","E130306D19Rik","RIKEN cDNA E130306D19 gene"
"MMT00060856","2310022M17Rik","RIKEN cDNA 2310022M17 gene"
"MMT00060857","Robo2","roundabout homolog 2 (Drosophila)"
"MMT00060860",NA,NA
"MMT00060861","2810401C16Rik","RIKEN cDNA 2810401C16 gene"
"MMT00060864",NA,NA
"MMT00060865",NA,NA
"MMT00060868","Tubb2","tubulin, beta 2"
"MMT00060882","Nanog","Nanog homeobox"
"MMT00060883",NA,NA
"MMT00060891","C77032","EST C77032"
"MMT00060897","9630054F20Rik","RIKEN cDNA 9630054F20 gene"
"MMT00060898","Sult1b1","sulfotransferase family 1B, member 1"
"MMT00060903","Tcl1b5","T-cell leukemia/lymphoma 1B, 5"
"MMT00060904","4930432J16Rik","RIKEN cDNA 4930432J16 gene"
"MMT00060906","AI316787","expressed sequence AI316787"
"MMT00060908","Ndufa5","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5"
"MMT00060909","Rab21","RAB21, member RAS oncogene family"
"MMT00060914","Wiz","widely-interspaced zinc finger motifs"
"MMT00060916",NA,NA
"MMT00060924","Nrbf2","nuclear receptor binding factor 2"
"MMT00060925","Zfp7","zinc finger protein 7"
"MMT00060926","Pik4ca","phosphatidylinositol 4-kinase, catalytic, alpha polypeptide"
"MMT00060928","BC033596","cDNA sequence BC033596"
"MMT00060932","Hip1","huntingtin interacting protein 1"
"MMT00060938","Hsd3b1","hydroxysteroid dehydrogenase-1, delta<5>-3-beta"
"MMT00060940","Oxct2a","3-oxoacid CoA transferase 2A"
"MMT00060942","Cct8","chaperonin subunit 8 (theta)"
"MMT00060943",NA,NA
"MMT00060947","4930511H11Rik","RIKEN cDNA 4930511H11 gene"
"MMT00060950","Chrna2","cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal)"
"MMT00060951","Prkg1","protein kinase, cGMP-dependent, type I"
"MMT00060952","Rhbdf1","rhomboid family 1 (Drosophila)"
"MMT00060957","1810073H04Rik","RIKEN cDNA 1810073H04 gene"
